gene,glioma_mean,rest_mean,diff,cohens_d,t,p,fdr,is_common_essential,pan_ess_fraction,glioma_dep_fraction,neglog_fdr,dependency_score,archetype
TBCB,-1.1570079569805125,-1.0303915363129514,-0.12661642066756107,-0.38138323062193674,-3.3661765123038188,0.0011606267276842693,0.015717149246554322,True,0.9431239388794567,0.9583333333333334,1.8036262228489823,0.4412634324885147,pan-glioma-dep
OSBP,-0.5101511235360086,-0.43732597151669655,-0.072825152019312,-0.3802406198434523,-2.9890391369233194,0.003721654450075273,0.03449413405460351,False,0.367572156196944,0.5138888888888888,1.4622547531678232,0.1939801794271655,pan-glioma-dep
TRAPPC1,-1.2738842626834204,-1.166173762751827,-0.10771049993159343,-0.3799346497577557,-3.0178374002865413,0.00341633226620547,0.03253755129333577,True,0.9881154499151104,1.0,1.487615134245132,0.4839927711745422,pan-glioma-dep
XAB2,-2.2487701140459375,-2.104734146021833,-0.14403596802410457,-0.3778371386558083,-2.826420794754305,0.005965884025902262,0.047469956472516506,True,1.0,1.0,1.3235811665069308,0.8496688653858128,pan-glioma-dep
NOP10,-1.015508079511847,-0.9264706369766224,-0.08903744253522461,-0.3751165749010812,-3.607938819483945,0.0005208633187285034,0.008911765621439317,True,0.9524617996604414,1.0,2.0500362439223765,0.38093391257085885,pan-glioma-dep
RPS25,-1.4109518592334054,-1.299384835410003,-0.11156702382340233,-0.3746770128761099,-2.819279253994294,0.006085766397025131,0.04809554070097143,True,0.9966044142614601,1.0,1.3178951884648196,0.5286512279295658,pan-glioma-dep
NOPCHAP1,-0.8090774862455555,-0.7386121641391958,-0.0704653221063597,-0.3741048502861307,-3.0923979940235076,0.002726855182994717,0.028255834273298638,True,0.9151103565365025,0.9722222222222222,1.5488918653279988,0.30267981186177256,pan-glioma-dep
POLE2,-1.747886065657174,-1.599443755521844,-0.14844231013533005,-0.3728625347164015,-2.8345747020879712,0.00582481261297272,0.04678242235235984,True,0.9957555178268251,1.0,1.329917294561358,0.6517212288364125,pan-glioma-dep
RPS3,-2.579744879061909,-2.461854926298726,-0.11788995276318293,-0.3691434690191756,-3.1157583073662343,0.002536823575527829,0.026703854995407998,True,1.0,1.0,1.5734260389207129,0.9522959738413667,pan-glioma-dep
TEAD1,-0.3282319496018182,-0.23021923486954096,-0.09801271473227721,-0.3655489287576301,-3.1316507810613103,0.002414319336884897,0.025854719210776936,False,0.16723259762308998,0.2361111111111111,1.587460174421493,0.11998483756097307,subset-dep
LONP1,-1.5564235414658587,-1.3678772022003798,-0.18854633926547892,-0.3639180832869137,-3.2422564661307884,0.0017119722485133071,0.020339320162045364,True,0.9584040747028862,0.9861111111111112,1.691663567382132,0.5664106719928855,pan-glioma-dep
ALDOA,-1.3906914751458848,-1.2368778695155664,-0.15381360563031832,-0.3638386397039035,-2.9116439998213672,0.004657704499174994,0.0401655549464633,True,0.9575551782682513,0.9722222222222222,1.3961462282394337,0.5059872945648937,pan-glioma-dep
SF3A2,-1.529068725488262,-1.42381441437011,-0.10525431111815209,-0.3625026307867669,-3.644006316244252,0.00045757996069191036,0.008173482129368161,True,0.99830220713073,1.0,2.0875928825875616,0.5542914356432637,pan-glioma-dep
UTP6,-1.0457419985708905,-0.9767542802873734,-0.06898771828351702,-0.3620203459990408,-3.1073776699406728,0.0025980009472421684,0.02718795851097587,True,0.9864176570458404,1.0,1.5656234014858355,0.3785798801483622,pan-glioma-dep
EIF3E,-1.44006868201508,-1.3283247759162347,-0.11174390609884544,-0.3618916796504466,-3.2725384146076113,0.001555031831198889,0.019121448378695467,True,0.9974533106960951,1.0,1.718479214619988,0.5211488741464422,pan-glioma-dep
NOP56,-1.448456082010016,-1.3452381846178123,-0.10321789739220377,-0.3600307661291083,-2.8009916981342156,0.006396832505883283,0.049980659038554254,True,0.9974533106960951,1.0,1.3011980216205241,0.5214887529104326,pan-glioma-dep
TRAPPC4,-0.9660708689124563,-0.878486908352041,-0.08758396056041529,-0.3599836822203926,-3.050493575138365,0.0030852021258461135,0.030656950242184674,True,0.9575551782682513,0.9583333333333334,1.5134710510102976,0.34776974867696026,pan-glioma-dep
NSL1,-1.247336241563978,-1.1612193528057728,-0.08611688875820511,-0.359701300961381,-2.8807999310574925,0.005090077740882726,0.04265380393155047,True,0.9949066213921901,1.0,1.3700422317223764,0.44866846882684225,pan-glioma-dep
FXN,-0.7415532391586032,-0.6254170872042365,-0.11613615195436666,-0.3575395459351029,-3.2631655731053875,0.0015995138658656712,0.019507753860346744,False,0.6850594227504244,0.8333333333333334,1.7097927327691924,0.26513460841547176,pan-glioma-dep
HINFP,-1.7080952270109044,-1.5977779881122798,-0.11031723889862466,-0.3558808443823354,-3.2246023770761933,0.001804969038978091,0.021039574041855223,True,0.9957555178268251,1.0,1.676963056968128,0.6078783716740775,pan-glioma-dep
GPN1,-1.8210484192890617,-1.6882483415623395,-0.1328000777267222,-0.35530031995311423,-3.339326151788957,0.0012536926436599852,0.016601003254850182,True,0.9991511035653651,1.0,1.7798656652804596,0.6470190860235165,pan-glioma-dep
NHP2,-0.798787439124904,-0.7266318233072581,-0.07215561581764596,-0.3540371038434383,-3.279373094964452,0.001517646128937902,0.018790703556358986,True,0.8955857385398981,0.9305555555555556,1.7260569588604018,0.28280039153429776,pan-glioma-dep
NELFB,-1.0550749086967883,-0.91469615327212,-0.14037875542466838,-0.3539494189940029,-2.9998453451388802,0.0035854729841560185,0.03356616912192932,True,0.8590831918505942,0.9722222222222222,1.4740982215802068,0.3734431509283789,pan-glioma-dep
VCP,-2.640877451804278,-2.5021511396586713,-0.13872631214560682,-0.35369421317584754,-3.581072892216556,0.0005640787265023021,0.009444892022444152,True,1.0,1.0,2.0248030027315314,0.9340630724097514,pan-glioma-dep
SAP18,-1.142374533168513,-1.0624047443952895,-0.07996978877322336,-0.3532842786758544,-2.9794892050870723,0.0038083853758779642,0.035044187156769185,True,0.9923599320882852,1.0,1.4553840089412102,0.40358296292810397,pan-glioma-dep
CSE1L,-2.2301705647773216,-2.130500115000439,-0.09967044977688255,-0.35241807681605775,-3.0786163977278647,0.0028286274824007845,0.028958679985538544,True,1.0,1.0,1.5382212383333904,0.785952421410605,pan-glioma-dep
MSTO1,-1.02965942789288,-0.8750996599150708,-0.15455976797780913,-0.3517459187155116,-2.8256672317632168,0.005955614562732771,0.04742257355818681,True,0.7928692699490663,0.9305555555555556,1.3240148811509285,0.3621785014282691,pan-glioma-dep
TIMM22,-0.6554504200877745,-0.5675851732147403,-0.08786524687303421,-0.35066910591351186,-3.2860278655750874,0.0014840933097058048,0.018544343256539742,True,0.6027164685908319,0.7222222222222222,1.7317885424977466,0.22984621278281564,pan-glioma-dep
SGO1,-1.1977841053930818,-1.083867985825257,-0.11391611956782488,-0.35058879373363483,-3.0519822903385476,0.003064497353682887,0.030501963660323667,True,0.9728353140916808,0.9722222222222222,1.5156722006731733,0.41992968466308145,pan-glioma-dep
RPS16,-2.164884574250008,-2.060217154660133,-0.10466741958987491,-0.3489152927098757,-3.0013284455511005,0.003565608490593957,0.03348083947457093,True,1.0,1.0,1.4752036613537114,0.7553613349075361,pan-glioma-dep
PSMB4,-2.330845500953088,-2.207001124664499,-0.1238443762885888,-0.3483412545735948,-3.3933493915891577,0.001049563247521911,0.014690605580158249,True,1.0,1.0,1.8329603012349123,0.8119296460192178,pan-glioma-dep
GGPS1,-1.4277670698227378,-1.2833673449549587,-0.14439972486777908,-0.34737614354678326,-3.107068680562247,0.0025903922149285575,0.027124177044219776,True,0.966893039049236,1.0,1.5666434295701803,0.49597221859811347,pan-glioma-dep
HSPA9,-2.4106762904289374,-2.301896641195452,-0.10877964923348538,-0.34630349093468044,-3.0605930698256993,0.002982584579752813,0.03005398500047885,True,1.0,1.0,1.5220979346770547,0.8348256148890065,pan-glioma-dep
ARF4,-0.8160174808734966,-0.6797505656903173,-0.13626691518317924,-0.3461204254319285,-2.8298367825883926,0.0058795120326903365,0.04704660007935688,True,0.6392190152801358,0.8333333333333334,1.3274717562989244,0.2824403176398252,pan-glioma-dep
INTS8,-1.2386170881032565,-1.166045242882811,-0.07257184522044557,-0.344946027486251,-3.085654740529689,0.002763289447388349,0.028485094211397964,True,0.99830220713073,1.0,1.5453823398224458,0.4272560441178061,pan-glioma-dep
MED31,-1.539465507456533,-1.4605431541529545,-0.07892235330357855,-0.3438800350049421,-2.8428546940738766,0.005662093504361635,0.04594296522832565,True,0.9949066213921901,1.0,1.3377809782149845,0.5293914525930535,pan-glioma-dep
ORC4,-0.607952475880226,-0.5329086700443284,-0.07504380583589765,-0.3438400574987823,-2.8836848834584985,0.005033153649353049,0.04229224932780897,True,0.534804753820034,0.6666666666666666,1.3737392161376263,0.209038414263184,pan-glioma-dep
POLR1E,-0.792068386789845,-0.6862398573051318,-0.10582852948471322,-0.34334319009536457,-3.0880692869360495,0.0027418350996377184,0.02836184621542111,True,0.7402376910016978,0.8611111111111112,1.5472655021535484,0.2719512866941145,pan-glioma-dep
MED17,-1.1519467397744945,-1.0739124791233126,-0.07803426065118191,-0.34285699787342766,-2.8451517758578326,0.005623839375219874,0.045673937555049525,True,0.99830220713073,1.0,1.3403315462052192,0.3949530009091658,pan-glioma-dep
AK6,-1.2472082666597961,-1.0873731436843046,-0.15983512297549152,-0.3410366384791883,-3.113416911358942,0.0025357877882851193,0.026703854995407998,True,0.900679117147708,1.0,1.5734260389207129,0.42534371474511196,pan-glioma-dep
NCKAP1,-0.5783346170806642,-0.4710106903169808,-0.10732392676368346,-0.3400642311522107,-2.9926508167744226,0.003651285273053461,0.03408881029287431,False,0.42614601018675724,0.5555555555555556,1.4673881554814592,0.19667091690624425,pan-glioma-dep
MTOR,-1.2683637814248585,-1.1658717353241885,-0.10249204610066998,-0.339642144068242,-2.941572337580674,0.004246727003368512,0.03755397877213734,True,0.9864176570458404,1.0,1.4253440435534532,0.430789794181642,pan-glioma-dep
RANBP3,-0.4134373306278131,-0.3449043409421429,-0.06853298968567023,-0.3387876107840883,-3.163328001180892,0.0021727994338271253,0.02404439447587818,False,0.20543293718166383,0.3472222222222222,1.6189861555457188,0.14006744545234798,subset-dep
TUBGCP6,-1.0265300632153405,-0.9482774769792356,-0.07825258623610487,-0.33857517610021504,-2.9551859796229274,0.004078761680494578,0.03648282289952115,True,0.9821731748726655,1.0,1.437911565018693,0.34755759692529875,pan-glioma-dep
TLN1,-0.4453518450821077,-0.3424984819165735,-0.10285336316553417,-0.33781426661131775,-3.5555214111769122,0.000609298540814586,0.009923811506576476,False,0.31154499151103565,0.4722222222222222,2.0033214933348495,0.15044620693040942,subset-dep
RNF4,-0.6385520943403711,-0.5305883686998373,-0.1079637256405338,-0.33602123128147193,-3.3928961616862408,0.001045104788431777,0.014651093419048291,False,0.5135823429541596,0.6666666666666666,1.8341299624676266,0.2145670609776141,pan-glioma-dep
CLNS1A,-1.518604780180431,-1.402441492893844,-0.11616328728658698,-0.32961460576416834,-3.235926564007681,0.0017254563799981612,0.020458819658535445,True,0.9923599320882852,1.0,1.6891194258815243,0.5005543159307543,pan-glioma-dep
ZNF593,-0.5247630328693017,-0.4594748890160884,-0.0652881438532133,-0.32900113776744516,-2.9752573521112615,0.0038343792907391135,0.03514620962293807,False,0.3930390492359932,0.5555555555555556,1.454121505028337,0.17264763487229548,pan-glioma-dep
RAE1,-1.5694790972668682,-1.4776662580031266,-0.09181283926374162,-0.3285603197622988,-3.611470161987774,0.0005004782317891063,0.008698855007316444,True,0.9991511035653651,1.0,2.0605379079249686,0.5156685540582463,pan-glioma-dep
WDHD1,-1.4192954336277406,-1.324403460049171,-0.0948919735785696,-0.3272460941968715,-2.8992263729125574,0.004793864799097674,0.040975469338253925,True,0.9957555178268251,1.0,1.387476063264566,0.4644588871661332,pan-glioma-dep
NOM1,-0.7976861368927433,-0.7252678192805327,-0.07241831761221051,-0.3235880089970053,-2.9267991382561007,0.0044183136153591596,0.038651614615612645,True,0.8616298811544991,0.9444444444444444,1.4128323593393286,0.2581216688416354,pan-glioma-dep
UBL5,-2.776052364406482,-2.6568203440778584,-0.11923202032862346,-0.32164291212832613,-2.937185029138188,0.004283233766657957,0.03782080638908031,True,1.0,1.0,1.4222692156656394,0.892897566708426,pan-glioma-dep
PELP1,-1.1069690911462478,-1.014343965789248,-0.09262512535699985,-0.31910607743243974,-3.01949786682526,0.0033500728515895475,0.0321477799727254,True,0.9439728353140917,0.9722222222222222,1.492849012751726,0.353240564514632,pan-glioma-dep
VHL,-0.8593628725916024,-0.7346155476684566,-0.12474732492314577,-0.31905648674255205,-3.2791533095200194,0.0014970924595489874,0.0186399497470588,True,0.732597623089983,0.8472222222222222,1.7295552628299173,0.27418529896606403,pan-glioma-dep
RPS9,-1.856861679647614,-1.742343592461767,-0.1145180871858471,-0.3183155683076071,-3.5662626204163725,0.0005797939621883718,0.009609240172587298,True,0.99830220713073,1.0,2.0173109517590015,0.5910679808256482,pan-glioma-dep
CDK7,-1.868627008769042,-1.7624553378891732,-0.10617167087986878,-0.3175959042484526,-2.8148869135509007,0.006102400570748205,0.048205735725540044,True,0.9991511035653651,1.0,1.3169012844634058,0.593468284553085,pan-glioma-dep
PSMA2,-2.5189655576693375,-2.413924757506491,-0.10504080016284645,-0.3153977767941105,-3.2140274247426763,0.0018378202084645904,0.021366896077126284,True,1.0,1.0,1.6702585622759538,0.7944761367098458,pan-glioma-dep
RPS15,-2.3121475187706872,-2.202603175549877,-0.10954434322081008,-0.30937964399453005,-2.894770071473385,0.004834974240129808,0.041190393954429694,True,1.0,1.0,1.3852040543311097,0.7153313762201112,pan-glioma-dep
RPS11,-2.621332328734956,-2.507748083839629,-0.11358424489532704,-0.3084626000637887,-2.8661232884370835,0.005254087023503818,0.043542688765338455,True,1.0,1.0,1.3610847567396742,0.8085829857528507,pan-glioma-dep
DHX33,-1.2661623471353083,-1.1602097964564944,-0.10595255067881393,-0.3044890056419541,-2.869045375020813,0.005204265829092368,0.04327471097456703,True,0.9634974533106961,1.0,1.363765824031883,0.3855325140605127,pan-glioma-dep
CLCC1,-0.4725107871890464,-0.41768396401457397,-0.054826823174472405,-0.30215320780847094,-3.0378363551271184,0.003151531386776947,0.031020364813294125,False,0.28522920203735147,0.4166666666666667,1.508353098996014,0.1427706500732761,subset-dep
RRP12,-1.3908083001634128,-1.3070643660244927,-0.08374393413892012,-0.30007762508760655,-3.1205417136754208,0.0024444101378373133,0.026021421289063162,True,0.9991511035653651,1.0,1.584668985978133,0.41735045166516793,pan-glioma-dep
