,malignant cell,macrophage,mural cell,dendritic cell,microglial cell,monocyte,oligodendrocyte,endothelial cell,mature T cell,oligodendrocyte precursor cell,mast cell,B cell,plasma cell,natural killer cell,astrocyte,radial glial cell,neuron
RNF4,0.10244928589158553,0.06520014521800084,0.0883089094639497,0.09511269219323139,0.056477265253231185,0.07276735851305956,0.08650239895440937,0.10064699993445296,0.12909097084613358,0.2912711943950384,0.062248628516619074,0.06764453387260437,0.03625945963121794,0.11643987161273121,0.2354737182573087,0.03582784910409273,0.25624973394654016
CLNS1A,0.39631070213163216,0.24565403015381823,0.20688665762270456,0.39278553688474993,0.22723890594351923,0.2397933780161629,0.2708541762990243,0.18182076298995678,0.24985816440191716,0.33540490630172914,0.34248373000295806,0.26834757604598997,0.12918619311356044,0.3038344756576995,0.4087806912515894,0.4600867599960235,0.3350730700926347
ZNF593,0.20277395239794038,0.11725689223950887,0.12244002724904436,0.11010282121201832,0.12319928251474008,0.11586828989920547,0.1360546079939656,0.09870743255558552,0.07697489399738335,0.10713701238555293,0.12328841826870998,0.09672395777702332,0.16547563078103367,0.13095469269325283,0.12288320546894405,0.0050422482120850605,0.09937390752814033
RAE1,0.16414132089133474,0.07472005954967942,0.0964177715341194,0.06564195665919519,0.060021663521610195,0.0934897044910078,0.07770910607671024,0.08455569030271419,0.0759298226522978,0.13236046498340945,0.17566821530421362,0.041443151569366454,0.04381221157687527,0.08591913049026588,0.17021036847909063,0.3126193953072171,0.165053744207729
WDHD1,0.02681959967821087,0.010515780113831225,0.02498101061590972,0.009388057090392832,0.0062245129928973665,0.00749764164442585,0.010288318564958482,0.009959218140697054,0.015115406152798093,0.013504568006723158,0.009097086040967272,0.00908307228088379,0.0018126742093713133,0.023845443013395445,0.011037130576337694,0.04542629082601267,0.0
NOM1,0.09881888311858919,0.03646119772582573,0.06201179857314558,0.043542217302430734,0.040132039044929055,0.031905380076939396,0.04375846255485584,0.03770961910264807,0.03910274289374412,0.040144924495008685,0.03094919780943413,0.0319946144580841,0.012398303675276416,0.05732690617472065,0.02495382493630999,0.008855490146007748,0.05248458054848015
UBL5,1.2471611725826057,0.8831420413223283,0.8360619976254882,0.8785639326851105,0.8498199016007192,0.8292417563144229,1.1761661125159724,1.0359032869693252,1.007898385212275,0.4899925154543692,0.7935790354061383,0.6375119829177857,0.8655804561359899,0.9223792791462366,0.5739000828968996,1.4408411683775497,0.72774184292013
PELP1,0.08876203223698924,0.035740988432462116,0.046207068847920564,0.04514413021694858,0.03795270505719512,0.03443836452170153,0.08267985296864491,0.0675642179189607,0.05535902344350219,0.036198585504485715,0.03833998368189098,0.03435849103927612,0.017848113408455483,0.051847158329895865,0.031654922776139544,0.02119376407129976,0.11050432547926903
VHL,0.09568034608294125,0.07877757106097363,0.08224300647151823,0.08566160815678832,0.0821802475217063,0.08610816396041693,0.07589083725649065,0.039520432123634826,0.07728258981691881,0.07513951474139767,0.05985025090762182,0.08664612817764282,0.021617536960573464,0.08712385473312648,0.04442553988770943,0.015331758397900425,0.06301489201459018
RPS9,1.8442007008012142,2.0499066164305817,1.3524320814942439,2.624131234478872,2.124995081432817,2.34830240524029,1.6188675490205806,1.6967861539010307,2.320809630627703,0.7790691487250789,1.7998353942789278,2.7930543891906736,1.6599294780851244,2.483234359538905,0.9517420530319214,2.84040474670826,0.5988072590394453
CDK7,0.05427011881733846,0.03180040267248026,0.058279082672972604,0.028118827357433023,0.02850396238151147,0.026521832667057925,0.03538321182233249,0.041341857605490605,0.03743038976232242,0.061065700115455736,0.038195609726790765,0.03077245445251465,0.014759810680484438,0.04099824313372194,0.06557585187041001,0.03994192187795445,0.21606672216545453
PSMA2,0.5479604799551285,0.249535350062161,0.4625446206255591,0.38723923292643975,0.28332702423683503,0.26708245084523063,0.41550853468555926,0.44803182508403444,0.24531849356457133,0.40328241139650345,0.36806844722169973,0.27187481861114504,0.33544966693107897,0.4066068338744369,0.4924753735520247,1.039159616202615,0.5553528612310236
RPS15,2.499972479053676,2.2630041303830266,1.4967359682736847,2.718810727397049,2.3789408072093474,2.347734998071693,1.8455726816126785,1.847570809000137,2.940364188071535,0.8403570517416923,2.3679938047884614,3.141018585395813,2.062655996192585,2.837850620680518,0.9068183389013214,1.1580465494800727,0.9010348320007324
RPS11,1.7585819953068713,1.8875092500699189,1.2521264018393705,2.4231201822906394,2.009359985347084,1.9169784545898438,1.0839218981381975,1.5941536904798397,1.8436131530702098,0.7134140160295271,1.8228025142373092,2.839047616386414,1.5210539840318107,2.2322028207223354,0.5797154421062138,2.3232478246087487,0.6526535099202936
DHX33,0.09018771705603996,0.025431487863453103,0.0631977847129716,0.01972846938515817,0.021270128880792844,0.029465302740064172,0.05890477352174426,0.05145728521680053,0.02076627648849845,0.056956133775172696,0.002476529844964158,0.017285387420654295,0.014387310332768447,0.020860725447278083,0.04800127721741537,0.04274608895426804,0.12054694587872787
CLCC1,0.08692012860390763,0.0398552604766723,0.0781307131031,0.03414131982011706,0.03424291198380243,0.03730898299478872,0.12340712090751967,0.042343560467857484,0.019230354088099817,0.2210857977549876,0.03250087705757918,0.022673080492019652,0.0690335597504269,0.023210372897025905,0.1405402077415775,0.02152924093848813,0.15406885743141174
RRP12,0.027288168559840318,0.028457947719099867,0.013363374630974445,0.02287690588634022,0.024070485224392167,0.053747128542988305,0.020096757441374673,0.029969174830024346,0.017758696294176698,0.052524382188435526,0.009774701205399337,0.015664679670333862,0.01362114055798604,0.017133177188851833,0.008950763699636294,0.011507805876133915,0.05829023637554862
