gene,f_dep_selectivity,f_dep_breadth,f_pan_ess_penalty,f_sl_strength,f_sl_breadth,f_sc_specificity,f_sc_tme_penalty,f_tumor_enrichment,f_tumor_prevalence,f_safety,f_tractability,f_novelty,cat_dependency,cat_selectivity,cat_synthetic_lethality,cat_tumor_specificity,cat_tumor_enrichment,cat_therapeutic_window,cat_tractability,baseline_composite
BRCA1,0.38162544169611307,0.5,0.6383701188455009,0.0,0.0,0.6151079136690647,1.0,0.9434628975265018,0.9803921568627452,0.9022379269729094,0.4,0.0,0.44081272084805656,0.6383701188455009,0.0,0.8075539568345323,0.9619275271946235,0.9022379269729094,0.4,0.5929860358136604
CHMP2A,0.37809187279151946,1.0,0.0,0.0,0.0,0.9460431654676259,1.0,0.519434628975265,0.954248366013072,0.3168433451118963,0.0,1.0,0.6890459363957597,0.0,0.0,0.9730215827338129,0.7368414974941685,0.3168433451118963,0.0,0.3879646231050911
TOP1,0.3745583038869258,1.0,0.021222410865874397,0.0,0.0,0.8741007194244604,1.0,0.6925795053003534,0.8758169934640523,0.1967020023557125,1.0,0.0,0.6872791519434629,0.021222410865874397,0.0,0.9370503597122302,0.7841982493822028,0.1967020023557125,1.0,0.5180645963227832
RPL36,0.3710247349823322,1.0,0.0,0.0,0.0,0.04316546762589928,0.0,0.7173144876325088,0.9803921568627452,0.1012956419316843,0.6,0.0,0.6855123674911661,0.0,0.0,0.02158273381294964,0.848853322247627,0.1012956419316843,0.6,0.32246343792620386
EEFSEC,0.3674911660777385,0.6111111111111112,0.5475382003395586,0.0,0.0,0.697841726618705,1.0,0.7031802120141343,0.9411764705882352,0.597173144876325,0.25,1.0,0.4893011385944248,0.5475382003395586,0.0,0.8489208633093526,0.8221783413011847,0.597173144876325,0.25,0.5078730983458352
PNO1,0.36395759717314485,1.0,0.004244482173174746,0.0,0.0,0.8705035971223022,1.0,0.8621908127208481,0.9869281045751634,0.7926972909305064,0.25,1.0,0.6819787985865724,0.004244482173174746,0.0,0.935251798561151,0.9245594586480057,0.7926972909305064,0.25,0.5126759755570586
JTB,0.36042402826855124,0.2638888888888889,0.8709677419354839,0.0,0.0,0.24100719424460432,1.0,0.36395759717314485,0.9803921568627452,0.1283863368669022,0.0,1.0,0.3121564585787201,0.8709677419354839,0.0,0.6205035971223022,0.672174877017945,0.1283863368669022,0.0,0.37202700164590763
SNAPC5,0.3568904593639576,1.0,0.02037351443123936,0.0,0.0,0.39568345323741005,1.0,0.10600706713780919,0.2352941176470588,0.6089517078916372,0.0,1.0,0.6784452296819787,0.02037351443123936,0.0,0.697841726618705,0.170650592392434,0.6089517078916372,0.0,0.3108946815737134
EIF3M,0.35335689045936397,1.0,0.006791171477079638,0.24519533721259995,0.25,0.21223021582733814,1.0,0.8268551236749117,0.9869281045751634,0.4782096584216725,0.25,1.0,0.676678445229682,0.006791171477079638,0.24759766860629998,0.6061151079136691,0.9068916141250376,0.4782096584216725,0.25,0.45318338082477727
C19orf25,0.3498233215547703,0.2638888888888889,0.8811544991511036,0.0,0.0,0.8848920863309353,1.0,0.1978798586572438,0.6928104575163399,0.6643109540636042,0.0,1.0,0.3068561052218296,0.8811544991511036,0.0,0.9424460431654677,0.4453451580867918,0.6643109540636042,0.0,0.4628732513841138
NELFCD,0.3462897526501767,0.8611111111111112,0.26570458404074704,0.0,0.0,0.9676258992805755,1.0,0.5123674911660777,0.9215686274509804,0.3616018845700825,0.25,0.0,0.6037004318806439,0.26570458404074704,0.0,0.9838129496402878,0.716968059308529,0.3616018845700825,0.25,0.4545411299200414
SRSF10,0.34275618374558303,0.875,0.2597623089983022,0.0,0.0,0.15827338129496402,1.0,0.5017667844522968,0.8235294117647058,0.3686690223792697,0.0,1.0,0.6088780918727915,0.2597623089983022,0.0,0.579136690647482,0.6626480981085013,0.3686690223792697,0.0,0.35415631600090663
POTEI,0.3392226148409894,0.4027777777777778,0.7292020373514432,0.0,0.0,0.5,0.5,0.04946996466431095,0.0326797385620915,0.9905771495877502,0.0,1.0,0.37100019630938363,0.7292020373514432,0.0,0.5,0.04107485161320122,0.9905771495877502,0.0,0.37597917640882544
AMY2A,0.33568904593639576,0.3472222222222222,0.797962648556876,0.0,0.0,0.6942446043165468,1.0,0.0035335689045936395,0.0,0.9434628975265018,1.0,0.0,0.341455634079309,0.797962648556876,0.0,0.8471223021582734,0.0017667844522968198,0.9434628975265018,1.0,0.5616814666818939
RPL26L1,0.3321554770318021,0.4583333333333333,0.6782682512733447,0.2024364908998291,0.25,0.31654676258992803,1.0,0.8586572438162544,0.9934640522875816,0.7043580683156655,0.0,1.0,0.3952444051825677,0.6782682512733447,0.22621824544991453,0.658273381294964,0.926060648051918,0.7043580683156655,0.0,0.5126318570811963
TM2D2,0.3286219081272085,0.2222222222222222,0.866723259762309,0.0,0.0,0.6618705035971223,1.0,0.7968197879858657,0.9934640522875816,0.6796230859835101,0.0,1.0,0.27542206517471535,0.866723259762309,0.0,0.8309352517985611,0.8951419201367237,0.6796230859835101,0.0,0.506835083265117
PDCD2,0.3250883392226148,0.9861111111111112,0.0772495755517828,0.0,0.0,0.33093525179856115,1.0,0.6289752650176679,0.9869281045751634,0.7220259128386336,0.0,1.0,0.655599725166863,0.0772495755517828,0.0,0.6654676258992805,0.8079516847964157,0.7220259128386336,0.0,0.4183277891789965
VBP1,0.3215547703180212,0.7916666666666666,0.4032258064516129,0.41765031220733345,0.25,0.935251798561151,1.0,0.4911660777385159,0.9738562091503268,0.414605418138987,0.25,1.0,0.5566107184923439,0.4032258064516129,0.3338251561036667,0.9676258992805755,0.7325111434444214,0.414605418138987,0.25,0.5226291631302297
CDK5RAP3,0.31802120141342755,0.3055555555555556,0.8319185059422751,0.0,0.0,0.539568345323741,1.0,0.0636042402826855,0.2222222222222222,0.1060070671378091,0.0,1.0,0.3117883784844916,0.8319185059422751,0.0,0.7697841726618705,0.14291323125245387,0.1060070671378091,0.0,0.3089159079255572
SOD1,0.31448763250883394,0.9861111111111112,0.03735144312393879,0.0,0.0,0.07194244604316546,0.0,0.05653710247349823,0.1895424836601307,0.0518256772673733,0.6,0.0,0.6502993718099725,0.03735144312393879,0.0,0.03597122302158273,0.12303979306681448,0.0518256772673733,0.6,0.21406964404138312
WDR55,0.31095406360424027,1.0,0.012733446519524572,0.0,0.0,0.6690647482014388,1.0,0.27208480565371024,0.738562091503268,0.6749116607773852,0.25,1.0,0.6554770318021201,0.012733446519524572,0.0,0.8345323741007193,0.5053234485784891,0.6749116607773852,0.25,0.4189968516826054
TRAPPC11,0.30742049469964666,1.0,0.009337860780984752,0.0,0.0,0.658273381294964,1.0,0.14487632508833923,0.4509803921568627,0.4711425206124852,0.0,1.0,0.6537102473498233,0.009337860780984752,0.0,0.829136690647482,0.297928358622601,0.4711425206124852,0.0,0.32303652543048234
RPS29,0.303886925795053,1.0,0.0,0.0,0.0,0.0035971223021582736,0.0,0.6784452296819788,0.9477124183006536,0.2685512367491166,0.6,0.0,0.6519434628975265,0.0,0.0,0.0017985611510791368,0.8130788239913163,0.2685512367491166,0.6,0.3336245835412912
BARD1,0.3003533568904594,0.9166666666666666,0.20288624787775889,0.0,0.0,0.9568345323741008,1.0,0.9575971731448764,1.0,0.8680800942285041,0.0,0.0,0.608510011778563,0.20288624787775889,0.0,0.9784172661870504,0.9787985865724382,0.8680800942285041,0.0,0.5195274580920449
DNAJA3,0.2968197879858657,0.9861111111111112,0.014431239388794426,0.0,0.0,0.9172661870503597,1.0,0.3745583038869258,0.8366013071895425,0.4570082449941107,0.0,1.0,0.6414654495484884,0.014431239388794426,0.0,0.9586330935251799,0.6055798055382342,0.4570082449941107,0.0,0.382445404713544
HYOU1,0.29328621908127206,1.0,0.03310696095076404,0.0,0.0,0.35251798561151076,1.0,0.303886925795053,0.7777777777777778,0.4393404004711425,0.0,0.0,0.646643109540636,0.03310696095076404,0.0,0.6762589928057554,0.5408323517864154,0.4393404004711425,0.0,0.33374025936495905
CHMP3,0.28975265017667845,0.9583333333333334,0.1417657045840407,0.0,0.0,0.2697841726618705,1.0,0.2226148409893993,0.6666666666666666,0.4252061248527679,0.0,1.0,0.6240429917550059,0.1417657045840407,0.0,0.6348920863309353,0.444640753828033,0.4252061248527679,0.0,0.32436395162154036
RRP15,0.2862190812720848,1.0,0.023769100169779178,0.0,0.0,0.5143884892086331,1.0,0.9151943462897526,0.9607843137254902,0.7184923439340399,0.25,1.0,0.6431095406360424,0.023769100169779178,0.0,0.7571942446043165,0.9379893300076214,0.7184923439340399,0.25,0.47579350847882845
DCTN5,0.2826855123674912,1.0,0.005942275042444822,0.0,0.0,0.5431654676258992,1.0,0.7879858657243817,0.9738562091503268,0.4982332155477032,0.0,1.0,0.6413427561837456,0.005942275042444822,0.0,0.7715827338129496,0.8809210374373542,0.4982332155477032,0.0,0.399717431146314
NUP155,0.2791519434628975,1.0,0.000848896434634816,0.0,0.0,0.7589928057553957,1.0,0.8409893992932862,0.9738562091503268,0.8244994110718492,0.0,1.0,0.6395759717314488,0.000848896434634816,0.0,0.8794964028776979,0.9074228042218064,0.8244994110718492,0.0,0.46454906947677677
SNAPC1,0.2756183745583039,1.0,0.002546689303904781,0.0,0.0,0.7086330935251799,1.0,0.7597173144876325,0.9673202614379084,0.8256772673733804,0.25,1.0,0.6378091872791519,0.002546689303904781,0.0,0.85431654676259,0.8635187879627704,0.8256772673733804,0.25,0.49055263981168534
FARSA,0.27208480565371024,0.9861111111111112,0.042444821731748794,0.0,0.0,0.9640287769784173,1.0,0.3568904593639576,0.7581699346405228,0.3639575971731448,0.6,1.0,0.6290979583824107,0.042444821731748794,0.0,0.9820143884892086,0.5575301970022402,0.3639575971731448,0.6,0.4535778518255361
ANAPC4,0.26855123674911663,1.0,0.005942275042444822,0.0,0.0,0.5215827338129496,1.0,0.10247349823321555,0.2222222222222222,0.4122497055359246,0.0,1.0,0.6342756183745584,0.005942275042444822,0.0,0.7607913669064748,0.16234786022771888,0.4122497055359246,0.0,0.2822295465838745
MED28,0.26501766784452296,1.0,0.005093378607810006,0.0,0.0,0.16546762589928057,1.0,0.7809187279151943,0.9803921568627452,0.5842167255594818,0.25,1.0,0.6325088339222615,0.005093378607810006,0.0,0.5827338129496403,0.8806554423889698,0.5842167255594818,0.25,0.4193154562040234
PSMB7,0.26148409893992935,1.0,0.005942275042444822,0.2087941815367092,0.25,0.11151079136690648,0.0,0.4416961130742049,0.9477124183006536,0.2402826855123675,0.8,0.0,0.6307420494699647,0.005942275042444822,0.2293970907683546,0.05575539568345324,0.6947042656874293,0.2402826855123675,0.8,0.3795462517377163
USP10,0.2579505300353357,0.8472222222222222,0.2275042444821732,0.0,0.0,0.7985611510791367,1.0,0.6148409893992933,0.8954248366013072,0.4216725559481744,0.0,1.0,0.5525863761287789,0.2275042444821732,0.0,0.8992805755395683,0.7551329130003003,0.4216725559481744,0.0,0.40802523787128503
WDR77,0.254416961130742,1.0,0.009337860780984752,0.5670393568484009,0.75,0.8345323741007195,1.0,0.8162544169611308,0.9869281045751634,0.7550058892815077,0.6,1.0,0.627208480565371,0.009337860780984752,0.6585196784242004,0.9172661870503598,0.9015912607681471,0.7550058892815077,0.6,0.6384184795529386
CDS2,0.2508833922261484,0.4722222222222222,0.6774193548387097,0.0,0.0,0.42805755395683454,1.0,0.3392226148409894,0.7189542483660131,0.3486454652532391,0.0,1.0,0.3615528072241853,0.6774193548387097,0.0,0.7140287769784173,0.5290884316035013,0.3486454652532391,0.0,0.37581926227115037
TARS1,0.24734982332155478,1.0,0.0,0.0,0.0,0.6870503597122302,1.0,0.6431095406360424,0.934640522875817,0.5818610129564193,0.8,1.0,0.6236749116607774,0.0,0.0,0.8435251798561151,0.7888750317559297,0.5818610129564193,0.8,0.5197051623184631
SEPSECS,0.24381625441696114,0.625,0.5390492359932089,0.0,0.0,0.5719424460431655,1.0,0.5618374558303887,0.8627450980392157,0.8598351001177855,0.25,1.0,0.43440812720848054,0.5390492359932089,0.0,0.7859712230215827,0.7122912769348022,0.8598351001177855,0.25,0.5116507090394086
UFM1,0.24028268551236748,0.625,0.5449915110356537,0.0,0.0,0.25539568345323743,1.0,0.2049469964664311,0.673202614379085,0.3321554770318021,0.25,1.0,0.4326413427561837,0.5449915110356537,0.0,0.6276978417266187,0.43907480542275806,0.3321554770318021,0.25,0.375222996853288
ZFP36L1,0.23674911660777384,0.2916666666666667,0.8081494057724958,0.0,0.0,0.03237410071942446,0.0,0.784452296819788,0.869281045751634,0.431095406360424,0.0,1.0,0.26420789163722025,0.8081494057724958,0.0,0.01618705035971223,0.826866671285711,0.431095406360424,0.0,0.33521520363079477
NVL,0.2332155477031802,1.0,0.008488964346349603,0.0,0.0,0.5251798561151079,1.0,0.31095406360424027,0.6862745098039216,0.5759717314487632,0.25,1.0,0.61660777385159,0.008488964346349603,0.0,0.7625899280575539,0.4986142867040809,0.5759717314487632,0.25,0.38746752634404824
MMS19,0.22968197879858657,0.9027777777777778,0.2461799660441426,0.0,0.0,0.44244604316546765,1.0,0.02120141342756184,0.0196078431372549,0.254416961130742,0.0,1.0,0.5662298782881822,0.2461799660441426,0.0,0.7212230215827338,0.02040462828240837,0.254416961130742,0.0,0.2583506364754585
PSMA1,0.22614840989399293,1.0,0.0,0.0,0.0,0.3489208633093525,1.0,0.7968197879858657,0.6928104575163399,0.2084805653710247,0.0,0.0,0.6130742049469965,0.0,0.0,0.6744604316546763,0.7448151227511028,0.2084805653710247,0.0,0.32011861781768575
PWP1,0.2226148409893993,0.9166666666666666,0.14601018675721567,0.0,0.0,0.8273381294964028,1.0,0.7455830388692579,0.9869281045751634,0.39811542991755,0.0,1.0,0.5696407538280329,0.14601018675721567,0.0,0.9136690647482014,0.8662555717222107,0.39811542991755,0.0,0.4133844295676016
TBCB,0.21908127208480566,0.9583333333333334,0.05687606112054322,0.0,0.0,0.046762589928057555,0.0,0.3498233215547703,0.8627450980392157,0.1872791519434629,0.0,1.0,0.5887073027090695,0.05687606112054322,0.0,0.023381294964028777,0.606284209796993,0.1872791519434629,0.0,0.2089325743620139
OSBP,0.21554770318021202,0.5138888888888888,0.632427843803056,0.0,0.0,0.6258992805755396,1.0,0.44876325088339225,0.7777777777777778,0.441696113074205,0.6,1.0,0.3647182960345504,0.632427843803056,0.0,0.8129496402877698,0.613270514330585,0.441696113074205,0.6,0.49500891536145236
TRAPPC1,0.21201413427561838,1.0,0.011884550084889645,0.0,0.0,0.08273381294964029,0.0,0.4275618374558304,0.9673202614379084,0.3945818610129564,0.0,1.0,0.6060070671378092,0.011884550084889645,0.0,0.04136690647482014,0.6974410494468694,0.3945818610129564,0.0,0.2501830620224778
XAB2,0.20848056537102475,1.0,0.0,0.0,0.0,0.6438848920863309,1.0,0.21201413427561838,0.6470588235294118,0.4381625441696113,0.25,1.0,0.6042402826855123,0.0,0.0,0.8219424460431655,0.4295364789025151,0.4381625441696113,0.25,0.3634116788286863
NOP10,0.2049469964664311,1.0,0.04753820033955858,0.0,0.0,0.12589928057553956,0.0,0.8551236749116607,0.9934640522875816,0.3698468786808009,0.0,1.0,0.6024734982332156,0.04753820033955858,0.0,0.06294964028776978,0.9242938635996212,0.3698468786808009,0.0,0.2867288687344237
RPS25,0.20141342756183744,1.0,0.003395585738540041,0.1965214217904538,0.25,0.014388489208633094,0.0,0.28975265017667845,0.915032679738562,0.0424028268551237,0.6,0.0,0.6007067137809188,0.003395585738540041,0.2232607108952269,0.007194244604316547,0.6023926649576202,0.0424028268551237,0.6,0.2970503924045352
NOPCHAP1,0.1978798586572438,0.9722222222222222,0.08488964346349759,0.0,0.0,0.5,0.5,0.49823321554770317,0.9084967320261438,0.8032979976442873,0.0,1.0,0.585051040439733,0.08488964346349759,0.0,0.5,0.7033649737869234,0.8032979976442873,0.0,0.382371950762063
POLE2,0.19434628975265017,1.0,0.004244482173174746,0.0,0.0,0.5683453237410072,1.0,0.9681978798586572,0.9934640522875816,0.944640753828033,0.25,0.0,0.5971731448763251,0.004244482173174746,0.0,0.7841726618705036,0.9808309660731194,0.944640753828033,0.25,0.508723144117308
RPS3,0.19081272084805653,1.0,0.0,0.0,0.0,0.01079136690647482,0.0,0.7420494699646644,0.9869281045751634,0.1295641931684334,0.6,0.0,0.5954063604240283,0.0,0.0,0.00539568345323741,0.8644887872699138,0.1295641931684334,0.6,0.3135507177593733
TEAD1,0.1872791519434629,0.2361111111111111,0.83276740237691,0.0,0.0,0.41007194244604317,1.0,0.8091872791519434,0.8823529411764706,0.5170789163722026,0.8,0.0,0.211695131527287,0.83276740237691,0.0,0.7050359712230216,0.845770110164207,0.5170789163722026,0.8,0.5589067902376612
LONP1,0.18374558303886926,0.9861111111111112,0.041595925297113756,0.0,0.0,0.9532374100719424,1.0,0.23674911660777384,0.7254901960784313,0.3698468786808009,0.6,1.0,0.5849283470749902,0.041595925297113756,0.0,0.9766187050359711,0.4811196563431026,0.3698468786808009,0.6,0.4363013589188541
ALDOA,0.18021201413427562,0.9722222222222222,0.042444821731748794,0.0,0.0,0.16906474820143885,1.0,0.24381625441696114,0.6928104575163399,0.0141342756183745,0.6,1.0,0.5762171181782489,0.042444821731748794,0.0,0.5845323741007195,0.46831335596665047,0.0141342756183745,0.6,0.32652027794224886
SF3A2,0.17667844522968199,1.0,0.001697792869269965,0.0,0.0,0.2949640287769784,1.0,0.6219081272084805,0.8562091503267973,0.3839811542991755,0.25,1.0,0.588339222614841,0.001697792869269965,0.0,0.6474820143884892,0.739058638767639,0.3839811542991755,0.25,0.37293697470563064
UTP6,0.17314487632508835,1.0,0.01358234295415961,0.0,0.0,0.4892086330935252,1.0,0.18021201413427562,0.5359477124183006,0.4982332155477031,0.25,1.0,0.5865724381625441,0.01358234295415961,0.0,0.7446043165467626,0.35807986327628816,0.4982332155477031,0.25,0.35015316806963687
EIF3E,0.1696113074204947,1.0,0.002546689303904781,0.2035589729128218,0.25,0.0683453237410072,0.0,0.6395759717314488,0.9673202614379084,0.2084805653710247,0.25,1.0,0.5848056537102474,0.002546689303904781,0.22677948645641088,0.0341726618705036,0.8034481165846785,0.2084805653710247,0.25,0.30146188189953854
NOP56,0.16607773851590105,1.0,0.002546689303904781,0.0,0.0,0.2733812949640288,1.0,0.42402826855123676,0.7712418300653595,0.2273262661955241,0.25,1.0,0.5830388692579506,0.002546689303904781,0.0,0.6366906474820144,0.5976350493082981,0.2273262661955241,0.25,0.32817678879252743
TRAPPC4,0.1625441696113074,0.9583333333333334,0.042444821731748794,0.0,0.0,0.3345323741007194,1.0,0.5300353356890459,0.954248366013072,0.4817432273262662,0.35,1.0,0.5604387514723204,0.042444821731748794,0.0,0.6672661870503597,0.7421418508510589,0.4817432273262662,0.35,0.4062906912045362
NSL1,0.15901060070671377,1.0,0.005093378607810006,0.0,0.0,0.2517985611510791,1.0,0.8445229681978799,0.9934640522875816,0.6348645465253239,0.0,1.0,0.5795053003533569,0.005093378607810006,0.0,0.6258992805755396,0.9189935102427307,0.6348645465253239,0.0,0.3949080023292516
FXN,0.15547703180212014,0.8333333333333334,0.3149405772495756,0.0,0.0,0.6294964028776978,1.0,0.607773851590106,0.9673202614379084,0.7915194346289752,0.25,0.0,0.49440518256772675,0.3149405772495756,0.0,0.814748201438849,0.7875470565140072,0.7915194346289752,0.25,0.4933086360570191
HINFP,0.1519434628975265,1.0,0.004244482173174746,0.0,0.0,0.7841726618705036,1.0,0.09540636042402827,0.1699346405228758,0.7338044758539457,0.0,1.0,0.5759717314487632,0.004244482173174746,0.0,0.8920863309352518,0.13267050047345202,0.7338044758539457,0.0,0.33411107441208393
GPN1,0.14840989399293286,1.0,0.000848896434634816,0.0,0.0,0.5359712230215827,1.0,0.872791519434629,0.9869281045751634,0.5865724381625442,0.0,1.0,0.5742049469964664,0.000848896434634816,0.0,0.7679856115107914,0.9298598120048962,0.5865724381625442,0.0,0.4084959578727619
NHP2,0.14487632508833923,0.9305555555555556,0.10441426146010191,0.0,0.0,0.34172661870503596,1.0,0.4840989399293286,0.9673202614379084,0.3109540636042403,0.0,1.0,0.5377159403219474,0.10441426146010191,0.0,0.670863309352518,0.7257096006836186,0.3109540636042403,0.0,0.3356653107746323
NELFB,0.1413427561837456,0.9722222222222222,0.14091680814940577,0.0,0.0,0.8165467625899281,1.0,0.2756183745583039,0.7908496732026143,0.3839811542991755,0.25,1.0,0.5567824892029839,0.14091680814940577,0.0,0.908273381294964,0.5332340238804592,0.3839811542991755,0.25,0.39616969383242695
VCP,0.13780918727915195,1.0,0.0,0.0,0.0,0.3920863309352518,1.0,0.5865724381625441,0.8627450980392157,0.2084805653710247,1.0,0.0,0.568904593639576,0.0,0.0,0.6960431654676259,0.7246587681008799,0.2084805653710247,1.0,0.4568695846541581
SAP18,0.13427561837455831,1.0,0.007640067911714787,0.0,0.0,0.10431654676258993,0.0,0.30742049469964666,0.8562091503267973,0.2426383981154299,0.0,1.0,0.5671378091872792,0.007640067911714787,0.0,0.052158273381294966,0.581814822513222,0.2426383981154299,0.0,0.20734133872984867
CSE1L,0.13074204946996468,1.0,0.0,0.0,0.0,0.5179856115107914,1.0,0.5335689045936396,0.8758169934640523,0.4075382803297998,0.0,1.0,0.5653710247349824,0.0,0.0,0.7589928057553956,0.7046929490288459,0.4075382803297998,0.0,0.3480850085498606
MSTO1,0.127208480565371,0.9305555555555556,0.20713073005093374,0.4556980061968257,0.25,0.8057553956834532,1.0,0.2862190812720848,0.6601307189542484,0.8457008244994112,0.0,1.0,0.5288820180604633,0.20713073005093374,0.35284900309841283,0.9028776978417266,0.47317490011316654,0.8457008244994112,0.0,0.47294502480915923
TIMM22,0.12367491166077739,0.7222222222222222,0.39728353140916806,0.0,0.0,0.8884892086330936,1.0,0.43109540636042404,0.8496732026143791,0.7550058892815077,0.25,1.0,0.4229485669414998,0.39728353140916806,0.0,0.9442446043165468,0.6403843044874016,0.7550058892815077,0.25,0.4871238423480177
SGO1,0.12014134275618374,0.9722222222222222,0.02716468590831922,0.3042156415050162,0.5,0.2302158273381295,1.0,0.9964664310954063,1.0,0.8221436984687868,0.0,1.0,0.546181782489203,0.02716468590831922,0.40210782075250806,0.6151079136690647,0.9982332155477032,0.8221436984687868,0.0,0.48727701669079787
RPS16,0.1166077738515901,1.0,0.0,0.0,0.0,0.03597122302158273,0.0,0.7773851590106007,0.9934640522875816,0.0459363957597173,0.6,0.0,0.558303886925795,0.0,0.0,0.017985611510791366,0.8854246056490911,0.0459363957597173,0.6,0.3010929285493421
PSMB4,0.11307420494699646,1.0,0.0,0.0,0.0,0.4676258992805755,1.0,0.6254416961130742,0.9869281045751634,0.1260306242638398,0.8,0.0,0.5565371024734982,0.0,0.0,0.7338129496402878,0.8061849003441188,0.1260306242638398,0.8,0.43179508238882064
GGPS1,0.10954063604240283,1.0,0.03310696095076404,0.0,0.0,0.9244604316546763,1.0,0.48056537102473496,0.954248366013072,0.6301531213191991,1.0,0.0,0.5547703180212014,0.03310696095076404,0.0,0.9622302158273381,0.7174068685189035,0.6301531213191991,1.0,0.5568096406624866
HSPA9,0.10600706713780919,1.0,0.0,0.19826715027742955,0.25,0.9748201438848921,1.0,0.3462897526501767,0.8235294117647058,0.110718492343934,0.6,1.0,0.5530035335689046,0.0,0.2241335751387148,0.9874100719424461,0.5849095822074413,0.110718492343934,0.6,0.43716789360020586
ARF4,0.10247349823321555,0.8333333333333334,0.3607809847198642,0.0,0.0,0.1618705035971223,1.0,0.8833922261484098,0.9934640522875816,0.3121319199057715,0.25,1.0,0.46790341578327443,0.3607809847198642,0.0,0.5809352517985611,0.9384281392179957,0.3121319199057715,0.25,0.4157399587750667
INTS8,0.0989399293286219,1.0,0.001697792869269965,0.4177073833274721,0.25,0.48201438848920863,1.0,0.16607773851590105,0.3660130718954248,0.5724381625441696,0.0,1.0,0.549469964664311,0.001697792869269965,0.333853691663736,0.7410071942446044,0.26604540520566294,0.5724381625441696,0.0,0.35207317302739344
MED31,0.09540636042402827,1.0,0.005093378607810006,0.0,0.0,0.9064748201438849,1.0,0.45229681978798586,0.8888888888888888,0.6925795053003534,0.25,1.0,0.5477031802120141,0.005093378607810006,0.0,0.9532374100719425,0.6705928543384374,0.6925795053003534,0.25,0.44560090407579395
ORC4,0.09187279151943463,0.6666666666666666,0.465195246179966,0.0,0.0,0.8489208633093526,1.0,0.568904593639576,0.8104575163398693,0.558303886925795,0.25,1.0,0.3792697290930506,0.465195246179966,0.0,0.9244604316546763,0.6896810549897227,0.558303886925795,0.25,0.46670147840617293
POLR1E,0.08833922261484099,0.8611111111111112,0.2597623089983022,0.0,0.0,0.60431654676259,1.0,0.6325088339222615,0.934640522875817,0.7820965842167255,0.25,1.0,0.47472516686297606,0.2597623089983022,0.0,0.802158273381295,0.7835746783990393,0.7820965842167255,0.25,0.47890243026547685
MED17,0.08480565371024736,1.0,0.001697792869269965,0.0,0.0,0.8776978417266187,1.0,0.6749116607773852,0.8758169934640523,0.7644287396937575,0.25,1.0,0.5424028268551236,0.001697792869269965,0.0,0.9388489208633093,0.7753643271207187,0.7644287396937575,0.25,0.4675346582003113
AK6,0.0812720848056537,1.0,0.09932088285229201,0.2233919430922808,0.25,0.8309352517985612,1.0,0.254416961130742,0.7908496732026143,0.6183745583038869,0.6,1.0,0.5406360424028268,0.09932088285229201,0.23669597154614042,0.9154676258992807,0.5226333171666782,0.6183745583038869,0.6,0.5047326283101579
NCKAP1,0.07773851590106007,0.5555555555555556,0.5738539898132429,0.0,0.0,0.3057553956834532,1.0,0.31448763250883394,0.6339869281045751,0.3828032979976443,0.6,1.0,0.3166470357283078,0.5738539898132429,0.0,0.6528776978417266,0.47423728030670453,0.3828032979976443,0.6,0.42863132881251803
MTOR,0.07420494699646643,1.0,0.01358234295415961,0.0,0.0,0.5575539568345323,1.0,0.1166077738515901,0.3594771241830065,0.519434628975265,1.0,0.0,0.5371024734982333,0.01358234295415961,0.0,0.7787769784172662,0.2380424490172983,0.519434628975265,1.0,0.44099126755174606
RANBP3,0.0706713780918728,0.3472222222222222,0.7945670628183362,0.0,0.0,0.8597122302158273,1.0,0.33568904593639576,0.803921568627451,0.5005889281507656,0.0,1.0,0.2089468001570475,0.7945670628183362,0.0,0.9298561151079137,0.5698053072819234,0.5005889281507656,0.0,0.42910917335942667
TUBGCP6,0.06713780918727916,1.0,0.017826825127334356,0.0,0.0,0.737410071942446,1.0,0.014134275618374558,0.0457516339869281,0.2049469964664311,0.25,1.0,0.5335689045936396,0.017826825127334356,0.0,0.868705035971223,0.029942954802651328,0.2049469964664311,0.25,0.2721415309944685
TLN1,0.0636042402826855,0.4722222222222222,0.6884550084889645,0.2516722613757096,0.75,0.09712230215827339,0.0,0.8480565371024735,0.9084967320261438,0.3639575971731448,0.0,1.0,0.26791323125245387,0.6884550084889645,0.5008361306878548,0.048561151079136694,0.8782766345643087,0.3639575971731448,0.0,0.39257139332083757
RNF4,0.06007067137809187,0.6666666666666666,0.4864176570458404,0.40960355612453986,0.25,0.5035971223021583,1.0,0.43462897526501765,0.8169934640522876,0.4275618374558304,0.0,1.0,0.36336866902237924,0.4864176570458404,0.32980177806226996,0.7517985611510791,0.6258112196586526,0.4275618374558304,0.0,0.42639424605657883
CLNS1A,0.05653710247349823,1.0,0.007640067911714787,0.0,0.0,0.35611510791366907,1.0,0.7279151943462897,0.9869281045751634,0.4004711425206125,0.25,1.0,0.5282685512367491,0.007640067911714787,0.0,0.6780575539568345,0.8574216494607265,0.4004711425206125,0.25,0.3888369950123768
ZNF593,0.053003533568904596,0.5555555555555556,0.6069609507640068,0.0,0.0,0.9280575539568345,1.0,0.5441696113074205,0.954248366013072,0.931095406360424,0.25,1.0,0.3042795445622301,0.6069609507640068,0.0,0.9640287769784173,0.7492089886602462,0.931095406360424,0.25,0.5436533810464749
